,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
    10.5 - Chômage,"18,6","20,5","20,9","21,3","21,6","22,2","23,2","26,9","30,9","31,7","30,5","28,7","27,6","26,7","30,7","32,5","32,5","34,2","35,7","36,5"
    10.6 - Logement,"10,3","10,4","11,4","11,6","11,8","12,0","12,2","12,8","12,9","13,4","13,5","13,7","14,0","15,0","17,2","16,1","16,5","17,3","16,8","17,2"
    10.7 - Exclusion sociale n.c.a.,"9,3","9,9","10,4","11,4","12,4","12,6","15,1","15,7","16,5","9,9","10,3","11,5","13,4","13,7","15,1","16,1","16,3","16,4","16,5","17,0"
    10.8 - R-D dans le domaine de la protection sociale,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    10.9 - Protection sociale n.c.a.,"0,1","0,1","0,1","0,1","0,1","0,2","0,2","0,2","0,2","0,3","0,3","0,3","0,3","0,3","0,4","0,4","0,5","0,4","0,4","0,5"
 ,,,,,,,,,,,,,,,,,,,,
Transferts courants (D7) (*),"34,9","35,8","35,8","37,7","38,1","40,9","42,7","45,8","48,6","49,2","53,9","56,0","58,3","61,4","66,0","67,5","68,2","70,7","74,8","72,5"
01 - Services généraux des administrations publiques,"13,9","14,2","14,7","14,3","14,2","15,7","18,5","20,7","21,4","20,5","23,9","19,1","21,6","23,5","24,1","24,0","24,6","26,4","29,2","26,9"
"    01.1 - Fonctionnement des organes exécutifs et législatifs, affaires financières et fiscales, affaires étrangères","10,7","10,8","11,3","11,1","10,9","11,8","14,0","15,4","15,6","14,9","17,5","14,5","16,7","18,0","19,3","18,6","19,3","20,8","23,3","21,3"
    01.2 - Aide économique extérieure,"0,9","1,0","1,0","1,0","1,0","1,1","1,3","1,6","1,8","1,8","2,1","1,6","1,8","2,0","2,2","3,0","2,9","2,9","3,2","2,9"
    01.3 - Services généraux,"0,5","0,5","0,4","0,5","0,5","0,9","1,1","1,1","1,1","1,0","1,2","1,3","1,5","1,5","1,5","1,4","1,4","1,4","1,5","1,5"
    01.4 - Recherche fondamentale,"1,6","1,7","1,7","1,6","1,6","1,7","1,9","2,3","2,5","2,5","2,8","1,3","1,1","1,3","0,4","0,3","0,3","0,4","0,3","0,3"
    01.5 - R & D concernant les services généraux des administrations publiques,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    01.6 - Services généraux des administrations publiques n.c.a.,"0,2","0,2","0,2","0,1","0,1","0,2","0,3","0,4","0,4","0,3","0,4","0,4","0,5","0,7","0,8","0,7","0,7","1,0","0,9","0,9"
    01.7 - Opérations concernant la dette publique,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    01.8 - Transferts de caractère général entre administrations publiques,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
02 - Défense,"0,1","0,1","0,1","0,3","0,2","0,3","0,3","0,3","0,3","0,2","0,3","1,3","1,5","1,6","1,8","1,3","1,3","1,1","1,3","1,2"
    02.1 - Défense militaire,"0,1","0,1","0,1","0,2","0,1","0,2","0,2","0,2","0,1","0,1","0,1","0,7","0,8","0,8","0,8","0,4","0,3","0,3","0,3","0,3"
    02.2 - Défense civile,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    02.3 - Aide militaire à des pays étrangers,"0,0","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,5","0,6","0,7","0,9","0,9","0,9","0,7","1,0","0,9"
    02.4 - R-D concernant la défense,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    02.5 - Défense n.c.a.,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,0","0,0"
03 - Ordre et sécurité publics,"0,1","0,2","0,2","0,2","0,2","0,4","0,4","0,3","0,3","0,3","0,4","0,4","0,4","0,4","0,5","0,5","0,5","0,5","0,5","0,5"
    03.1 - Services de police,"0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,2","0,2","0,1","0,1","0,1"
    03.2 - Services de protection civile,"0,1","0,1","0,1","0,1","0,1","0,2","0,3","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
    03.3 - Tribunaux,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,1"
    03.4 - Administration pénitentiaire,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    03.5 - R-D concernant l'ordre et la sécurité publics,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    03.6 - Ordre et sécurité publics n.c.a.,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
04 - Affaires économiques,"3,8","3,8","3,4","3,5","3,5","3,6","3,2","3,3","2,4","6,4","6,1","5,8","4,7","4,6","5,7","7,9","7,0","6,5","6,6","6,6"
"    04.1 - Tutelle de l'économie générale, des échanges et de l'emploi","1,7","1,6","1,4","1,5","1,6","1,1","0,5","0,3","0,0","1,9","1,5","1,9","1,1","1,0","1,7","3,4","2,5","2,7","2,6","2,6"
"    04.2 - Agriculture, sylviculture, pêche et chasse","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,3","0,9","0,8","0,7","0,5","0,5","0,5","0,5","0,5","0,5","0,4","0,4"
    04.3 - Combustibles et énergie,"0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,2","0,6","0,1","0,1","0,1"
"    04.4 - Industries extractives et manufacturières, construction","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,0","0,0"
    04.5 - Transports,"0,6","0,6","0,5","0,6","0,6","0,8","0,9","1,1","0,8","1,3","1,4","1,3","1,2","1,2","1,4","1,9","2,0","2,0","2,2","2,2"
    04.6 - Communications,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    04.7 - Autres branches d'activité,"0,2","0,2","0,2","0,2","0,2","0,4","0,4","0,5","0,3","0,3","0,4","0,4","0,4","0,4","0,5","0,4","0,4","0,4","0,4","0,4"
    04.8 - R-D concernant les affaires économiques,"0,8","0,9","0,8","0,7","0,7","0,8","0,8","0,9","0,8","1,8","1,7","1,3","1,3","1,3","1,3","1,3","0,8","0,8","0,8","0,8"
    04.9 - Affaires économiques n.c.a.,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
05 - Protection de l'environnement,"0,1","0,1","0,0","0,0","0,0","0,1","0,2","0,3","0,2","0,2","0,5","0,6","0,6","0,5","0,6","0,5","0,6","0,6","0,6","0,6"
    05.1 - Gestion des déchets,"0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,0","0,1","0,1","0,1","0,1","0,2","0,2","0,3","0,3","0,3","0,3"
    05.2 - Gestion des eaux usées,"0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,3","0,2","0,2","0,2","0,2","0,2"
    05.3 - Lutte contre la pollution,"0,1","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,0","0,0","0,0","0,0","0,1","0,0","0,0","0,0","0,1","0,1","0,1","0,1"
    05.4 - Préservation de la diversité biologique et protection de la nature,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1"
    05.5 - R-D dans le domaine de la protection de l'environnement,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2","0,3","0,2","0,2","0,0","0,0","0,0","0,0","0,0","0,0"
    05.6 - Protection de l'environnement n.c.a.,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
06 - Logements et équipements collectifs,"0,5","0,5","0,4","0,5","0,4","0,6","0,6","0,8","0,8","0,4","0,3","0,6","0,6","0,4","0,6","0,5","0,5","0,5","0,5","0,5"
    06.1 - Logements,"0,1","0,1","0,0","0,1","0,1","0,1","0,2","0,2","0,2","0,1","0,1","0,1","0,1","0,0","0,0","0,1","0,1","0,1","0,1","0,1"
    06.2 - Équipements collectifs,"0,1","0,2","0,1","0,1","0,1","0,2","0,2","0,3","0,4","0,2","0,1","0,4","0,3","0,2","0,4","0,3","0,3","0,3","0,3","0,3"
    06.3 - Alimentation en eau,"0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,2","0,1","0,1","0,1","0,1","0,2","0,2","0,2","0,1","0,1","0,1","0,1","0,1"
    06.4 - Éclairage public,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    06.5 - R-D dans le domaine du logement et des équipements collectifs,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    06.6 - Logement et équipements collectifs n.c.a.,"0,2","0,2","0,2","0,2","0,2","0,2","0,1","0,1","0,1","0,0","0,0","0,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
07 - Santé,"0,5","0,6","0,6","0,6","0,8","1,0","0,9","1,2","1,4","1,3","1,5","1,1","0,9","0,9","1,3","1,5","1,5","1,6","1,8","1,8"
"    07.1 - Produits, appareils et matériels médicaux","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    07.2 - Services ambulatoires,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    07.3 - Services hospitaliers,"0,4","0,4","0,4","0,4","0,5","0,5","0,6","0,8","0,9","0,6","0,8","0,6","0,5","0,6","0,7","0,7","0,8","0,8","0,9","0,9"
    07.4 - Services de santé publique,"0,0","0,1","0,1","0,1","0,1","0,3","0,1","0,2","0,3","0,3","0,4","0,4","0,1","0,1","0,4","0,2","0,1","0,2","0,2","0,2"
    07.5 - R-D dans le domaine de la santé,"0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,2","0,2","0,2","0,2","0,0","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2"
    07.6 - Santé n.c.a.,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,0","0,1","0,4","0,4","0,5","0,5","0,5"
"08 - Loisirs, culture et culte","0,5","0,5","0,5","0,6","0,6","1,4","1,8","1,9","2,3","2,0","2,4","2,8","3,0","3,0","4,2","4,3","4,3","4,4","4,5","4,5"
    08.1 - Services récréatifs et sportifs,"0,2","0,2","0,2","0,3","0,2","0,5","0,7","0,8","1,0","0,8","0,9","1,1","1,2","1,2","1,6","1,8","1,7","1,8","1,8","1,8"
    08.2 - Services culturels,"0,2","0,3","0,2","0,3","0,3","0,8","1,0","1,0","1,2","1,1","1,2","1,5","1,6","1,6","2,3","2,2","2,3","2,4","2,4","2,4"
"    08.3 - Services de radiodiffusion, de télévision et d'édition","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,0"
    08.4 - Culte et autres services communautaires,"0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,3","0,3"
"    08.5 - R-D dans le domaine des loisirs, de la culture et du culte","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"    08.6 - Loisirs, culture et culte n.c.a.","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
09 - Enseignement,"2,2","2,2","2,4","2,7","2,8","2,7","2,9","4,3","4,7","3,4","4,0","5,1","5,2","5,8","3,8","3,9","4,1","4,3","4,1","3,9"
    09.1 - Enseignement préélémentaire et primaire,"0,1","0,1","0,1","0,1","0,2","0,2","0,2","0,3","0,3","0,3","0,3","0,5","0,6","0,7","0,4","0,4","0,4","0,2","0,4","0,4"
    09.2 - Enseignement secondaire,"0,3","0,3","0,3","0,4","0,4","0,5","0,6","0,8","0,9","0,7","0,9","1,3","1,5","1,7","1,1","1,2","1,3","1,6","1,3","1,3"
    09.3 - Enseignement postsecondaire non supérieur,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    09.4 - Enseignement supérieur,"0,9","0,9","0,9","1,0","1,1","1,0","1,0","1,5","1,7","1,2","1,2","1,3","1,1","1,3","0,3","0,3","0,3","0,3","0,3","0,3"
    09.5 - Enseignement non défini par niveau,"0,2","0,2","0,2","0,2","0,2","0,3","0,3","0,4","0,4","0,3","0,4","0,6","0,7","0,8","0,5","0,4","0,4","0,5","0,5","0,4"
    09.6 - Services annexes à l'enseignement,"0,6","0,6","0,6","0,7","0,7","0,7","0,7","1,0","1,1","0,8","0,9","1,1","1,1","1,2","1,4","1,4","1,5","1,6","1,5","1,4"
    09.7 - R-D dans le domaine de l'enseignement,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    09.8 - Enseignement n.c.a.,"0,1","0,1","0,2","0,2","0,2","0,1","0,1","0,2","0,2","0,2","0,2","0,2","0,2","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
10 - Protection sociale,"13,2","13,6","13,6","15,0","15,4","15,1","13,9","12,7","14,7","14,5","14,6","19,2","19,9","20,7","23,5","23,1","23,7","24,8","25,5","25,9"
    10.1 - Maladie et invalidité,"7,6","8,0","8,0","8,7","8,6","6,9","7,1","7,6","8,3","8,7","9,8","10,6","11,8","12,2","14,4","13,7","14,1","14,9","15,3","15,8"
    10.2 - Vieillesse,"1,1","1,1","1,0","1,3","1,7","2,1","1,3","0,1","0,2","0,6","0,1","2,1","2,0","2,5","2,0","2,2","2,3","2,2","2,2","2,2"
    10.3 - Survivants,"0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,2","0,3","0,3","0,3","0,3","0,2","0,2","0,1","0,1","0,1","0,1","0,1","0,1"
    10.4 - Famille et enfants,"3,3","3,2","3,1","3,4","3,3","3,7","3,3","2,9","3,6","2,5","2,3","3,7","3,3","3,6","4,2","4,4","4,6","5,1","5,3","5,3"
    10.5 - Chômage,"0,3","0,3","0,3","0,3","0,4","0,5","0,3","0,3","0,3","0,4","0,1","0,1","0,1","0,1","0,3","0,2","0,2","0,1","0,1","0,1"
    10.6 - Logement,"0,5","0,6","0,7","0,8","0,9","1,1","1,1","1,2","1,2","1,2","1,4","1,3","1,3","1,3","1,1","1,2","1,3","1,3","1,5","1,4"
    10.7 - Exclusion sociale n.c.a.,"0,2","0,2","0,2","0,2","0,3","0,4","0,3","0,2","0,3","0,7","0,5","0,8","0,8","0,5","0,9","0,9","0,8","0,8","0,8","0,8"
    10.8 - R-D dans le domaine de la protection sociale,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    10.9 - Protection sociale n.c.a.,"0,2","0,2","0,2","0,2","0,2","0,3","0,3","0,3","0,3","0,2","0,2","0,3","0,3","0,3","0,3","0,3","0,3","0,3","0,4","0,4"
 ,,,,,,,,,,,,,,,,,,,,
Transferts en capital (D9) (*),"17,5","11,4","15,4","10,9","14,0","10,7","11,5","12,0","12,0","13,2","14,7","16,6","17,5","21,8","21,7","21,0","21,4","23,6","21,4","22,4"
01 - Services généraux des administrations publiques,"2,4","2,2","8,1","4,5","5,2","4,0","2,6","2,4","3,2","4,3","3,2","2,7","3,6","2,0","2,0","1,1","1,6","1,8","1,0","1,3"
"    01.1 - Fonctionnement des organes exécutifs et législatifs, affaires financières et fiscales, affaires étrangères","1,5","0,9","1,0","1,1","0,6","0,4","0,6","0,1","1,3","1,3","0,8","0,7","2,8","0,1","0,1","0,2","0,1","0,4","0,5","0,5"
    01.2 - Aide économique extérieure,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,0","1,4","0,4","0,7"
    01.3 - Services généraux,"0,1","0,3","5,6","2,3","3,0","2,3","0,6","0,8","0,3","1,5","0,5","0,3","0,1","0,2","0,2","0,2","0,5","0,0","0,1","0,1"
    01.4 - Recherche fondamentale,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1"
    01.5 - R & D concernant les services généraux des administrations publiques,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    01.6 - Services généraux des administrations publiques n.c.a.,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    01.7 - Opérations concernant la dette publique,"0,8","0,9","1,4","1,1","1,5","1,3","1,4","1,5","1,5","1,4","1,9","1,6","0,7","1,6","1,6","0,6","0,9","0,0","0,0","0,0"
    01.8 - Transferts de caractère général entre administrations publiques,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
02 - Défense,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2","0,0","0,0","0,0","0,0","0,0"
    02.1 - Défense militaire,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2","0,0","0,0","0,0","0,0","0,0"
    02.2 - Défense civile,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    02.3 - Aide militaire à des pays étrangers,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    02.4 - R-D concernant la défense,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    02.5 - Défense n.c.a.,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
03 - Ordre et sécurité publics,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    03.1 - Services de police,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    03.2 - Services de protection civile,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    03.3 - Tribunaux,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    03.4 - Administration pénitentiaire,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    03.5 - R-D concernant l'ordre et la sécurité publics,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    03.6 - Ordre et sécurité publics n.c.a.,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
04 - Affaires économiques,"9,6","4,8","3,7","3,1","3,5","2,7","3,2","3,9","2,5","2,7","6,4","6,7","4,9","11,0","9,6","10,2","10,3","13,3","11,5","11,2"
"    04.1 - Tutelle de l'économie générale, des échanges et de l'emploi","0,7","0,7","0,6","0,5","0,5","0,6","0,6","0,6","0,5","0,3","1,0","1,5","1,3","4,2","5,0","5,6","5,5","5,6","6,1","5,7"
"    04.2 - Agriculture, sylviculture, pêche et chasse","0,6","0,4","0,3","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,5","0,4","0,3","0,4","0,4","0,4","0,3","0,3","0,3","0,4"
    04.3 - Combustibles et énergie,"0,5","0,1","0,0","0,0","0,1","0,0","0,0","0,0","0,0","0,0","0,3","0,2","0,1","0,1","0,2","0,3","0,3","0,3","1,0","1,0"
"    04.4 - Industries extractives et manufacturières, construction","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    04.5 - Transports,"6,8","2,7","1,9","1,6","1,9","1,4","1,6","1,9","1,2","1,3","3,4","2,6","2,2","4,1","3,1","2,7","2,5","2,9","2,5","2,5"
    04.6 - Communications,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    04.7 - Autres branches d'activité,"0,8","0,9","0,6","0,5","0,4","0,4","0,3","0,4","0,4","0,5","0,5","0,5","0,2","0,4","0,5","0,4","0,5","0,4","0,3","0,4"
    04.8 - R-D concernant les affaires économiques,"0,2","0,1","0,3","0,1","0,4","0,2","0,4","0,7","0,2","0,2","0,6","1,3","0,8","1,6","0,4","0,5","0,9","1,2","1,3","1,2"
    04.9 - Affaires économiques n.c.a.,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,2","0,2","2,6","0,0","0,0"
05 - Protection de l'environnement,"0,2","0,3","0,2","0,2","0,1","0,1","0,1","0,2","0,2","0,2","0,2","0,3","0,2","0,3","0,4","0,4","0,3","0,5","0,3","0,3"
    05.1 - Gestion des déchets,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    05.2 - Gestion des eaux usées,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    05.3 - Lutte contre la pollution,"0,2","0,2","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,1","0,2","0,3","0,3","0,3","0,4","0,2","0,3"
    05.4 - Préservation de la diversité biologique et protection de la nature,"0,0","0,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,0","0,0","0,1","0,0","0,0","0,0","0,0","0,0"
    05.5 - R-D dans le domaine de la protection de l'environnement,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    05.6 - Protection de l'environnement n.c.a.,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
06 - Logements et équipements collectifs,"2,5","2,5","2,0","1,9","2,0","2,1","2,4","3,0","3,0","3,2","2,3","3,3","3,3","4,3","6,6","6,3","6,0","5,2","5,8","6,1"
    06.1 - Logements,"1,6","1,5","1,3","1,3","1,4","1,6","1,7","2,0","1,9","2,0","1,2","2,2","3,0","3,9","5,9","5,8","5,3","4,4","4,6","5,0"
    06.2 - Équipements collectifs,"0,9","0,9","0,7","0,6","0,6","0,6","0,6","1,0","1,0","1,1","1,0","1,1","0,2","0,4","0,7","0,5","0,7","0,7","1,0","1,0"
    06.3 - Alimentation en eau,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1"
    06.4 - Éclairage public,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    06.5 - R-D dans le domaine du logement et des équipements collectifs,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    06.6 - Logement et équipements collectifs n.c.a.,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
07 - Santé,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"    07.1 - Produits, appareils et matériels médicaux","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    07.2 - Services ambulatoires,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    07.3 - Services hospitaliers,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    07.4 - Services de santé publique,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    07.5 - R-D dans le domaine de la santé,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    07.6 - Santé n.c.a.,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
